                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    159,                 0.2852,                0.16224,                0.79897,                0.94905,                0.90537,                0.96466,                0.68112,                0.89111,                0.45111,                 1.0356,              0.0022285,              0.0022285,              0.0022285
                    160,                 0.2839,                0.16132,                0.79864,                0.94936,                0.90543,                0.96442,                0.68264,                0.89084,                0.45088,                 1.0359,               0.002179,               0.002179,               0.002179
                    161,                0.28283,                 0.1605,                0.79893,                0.95233,                0.90521,                0.96488,                0.68335,                0.89078,                 0.4506,                  1.036,              0.0021295,              0.0021295,              0.0021295
                    162,                0.28172,                0.16026,                0.79835,                 0.9494,                0.90474,                0.96446,                0.68253,                0.89088,                 0.4506,                 1.0365,                0.00208,                0.00208,                0.00208
                    163,                0.28047,                0.15932,                0.79847,                0.95065,                0.90451,                 0.9643,                0.68179,                0.89085,                0.45137,                 1.0372,              0.0020305,              0.0020305,              0.0020305
                    164,                0.27944,                0.15875,                0.79872,                0.94961,                0.90443,                0.96431,                0.68256,                0.89075,                0.45216,                 1.0377,               0.001981,               0.001981,               0.001981
                    165,                0.27933,                0.15811,                0.79839,                0.95158,                0.90065,                0.96457,                0.68408,                 0.8907,                0.45403,                 1.0381,              0.0019315,              0.0019315,              0.0019315
                    166,                0.27753,                0.15698,                0.79791,                0.95269,                0.90054,                0.96423,                0.68412,                0.89089,                0.45466,                 1.0387,               0.001882,               0.001882,               0.001882
                    167,                0.27554,                0.15578,                0.79693,                0.95387,                0.90034,                 0.9641,                0.68394,                0.89092,                0.45534,                 1.0391,              0.0018325,              0.0018325,              0.0018325
                    168,                0.27448,                0.15544,                0.79672,                0.95352,                0.89981,                 0.9638,                0.68343,                0.89122,                0.45668,                 1.0396,               0.001783,               0.001783,               0.001783
                    169,                0.27255,                0.15522,                0.79675,                0.95322,                0.90056,                0.96389,                0.68375,                0.89117,                0.45742,                 1.0394,              0.0017335,              0.0017335,              0.0017335
                    170,                0.27232,                0.15419,                0.79645,                0.95257,                0.90091,                0.96398,                0.68458,                0.89126,                0.45767,                 1.0395,               0.001684,               0.001684,               0.001684
                    171,                0.27015,                0.15305,                0.79713,                0.95295,                 0.9006,                0.96408,                0.68342,                0.89177,                0.45847,                 1.0402,              0.0016345,              0.0016345,              0.0016345
                    172,                    inf,                0.15134,                0.79549,                0.95191,                0.90052,                0.96356,                0.68393,                0.89195,                0.45773,                 1.0408,               0.001585,               0.001585,               0.001585
                    173,                0.26813,                0.15092,                0.79529,                0.95142,                    0.9,                0.96342,                0.68485,                0.89222,                0.45729,                  1.041,              0.0015355,              0.0015355,              0.0015355
                    174,                0.26655,                0.15063,                0.79532,                0.95193,                0.90045,                0.96342,                0.68496,                0.89192,                0.45703,                 1.0412,               0.001486,               0.001486,               0.001486
                    175,                0.26572,                 0.1493,                0.79513,                0.95763,                0.89961,                0.96399,                0.68437,                0.89178,                0.45665,                 1.0411,              0.0014365,              0.0014365,              0.0014365
                    176,                0.26535,                  0.149,                0.79405,                0.95427,                0.90133,                0.96425,                0.68593,                0.89177,                0.45611,                 1.0412,               0.001387,               0.001387,               0.001387
                    177,                0.26311,                0.14809,                0.79417,                 0.9542,                0.90174,                0.96404,                 0.6855,                0.89157,                0.45577,                 1.0413,              0.0013375,              0.0013375,              0.0013375
                    178,                0.26122,                0.14673,                0.79426,                0.95261,                  0.899,                0.96392,                0.68577,                0.89154,                0.45707,                 1.0413,               0.001288,               0.001288,               0.001288
                    179,                0.26148,                0.14628,                0.79557,                0.95554,                0.89935,                0.96405,                0.68442,                 0.8915,                0.45751,                 1.0419,              0.0012385,              0.0012385,              0.0012385
                    180,                0.26013,                0.14529,                0.79416,                 0.9567,                0.89791,                0.96395,                0.68458,                0.89128,                0.45743,                 1.0424,               0.001189,               0.001189,               0.001189
                    181,                0.25789,                0.14471,                0.79465,                0.95395,                0.89936,                0.96431,                 0.6849,                 0.8913,                0.45801,                 1.0428,              0.0011395,              0.0011395,              0.0011395
                    182,                0.25624,                0.14361,                0.79336,                0.95071,                0.90023,                0.96322,                0.68404,                0.89133,                0.45855,                 1.0433,                0.00109,                0.00109,                0.00109
                    183,                0.25589,                0.14272,                0.79302,                0.95086,                0.89987,                  0.963,                0.68492,                0.89118,                0.45809,                 1.0438,              0.0010405,              0.0010405,              0.0010405
                    184,                0.25293,                0.14198,                0.79305,                0.95094,                0.90034,                0.96333,                0.68593,                0.89108,                0.45815,                 1.0447,               0.000991,               0.000991,               0.000991
                    185,                0.25206,                0.14071,                0.79319,                0.95102,                 0.8992,                  0.963,                0.68483,                0.89065,                0.45855,                 1.0452,              0.0009415,              0.0009415,              0.0009415
                    186,                0.25126,                0.13997,                0.79251,                0.95135,                0.89649,                0.96323,                 0.6852,                0.89044,                 0.4591,                 1.0455,               0.000892,               0.000892,               0.000892
                    187,                0.24975,                0.13965,                0.79297,                0.95146,                0.89614,                0.96299,                0.68647,                0.89014,                0.45875,                 1.0459,              0.0008425,              0.0008425,              0.0008425
                    188,                0.24906,                 0.1383,                0.79234,                0.95256,                0.89569,                0.96318,                0.68654,                0.88984,                0.45944,                 1.0462,               0.000793,               0.000793,               0.000793
                    189,                0.24636,                0.13722,                0.79168,                0.95368,                0.89528,                0.96341,                0.68778,                0.88983,                0.46006,                 1.0469,              0.0007435,              0.0007435,              0.0007435
                    190,                0.24527,                0.13601,                0.79128,                0.95479,                0.89533,                0.96332,                0.68798,                0.88976,                0.46085,                 1.0474,               0.000694,               0.000694,               0.000694
                    191,                0.23587,                0.12844,                0.77339,                 0.9553,                0.89433,                0.96265,                0.68828,                0.88979,                0.46179,                  1.048,              0.0006445,              0.0006445,              0.0006445
                    192,                0.22887,                0.12511,                0.77192,                0.95508,                0.89466,                0.96261,                0.68784,                0.89007,                0.46332,                 1.0483,               0.000595,               0.000595,               0.000595
                    193,                0.22625,                 0.1234,                0.77121,                0.95504,                 0.8944,                0.96278,                0.68822,                0.89017,                0.46455,                 1.0487,              0.0005455,              0.0005455,              0.0005455
                    194,                 0.2244,                0.12256,                0.77174,                0.95512,                0.89292,                0.96253,                0.68917,                0.89025,                0.46546,                 1.0494,               0.000496,               0.000496,               0.000496
                    195,                0.22143,                0.12041,                0.77042,                0.95539,                0.89214,                0.96239,                0.68927,                 0.8905,                0.46678,                   1.05,              0.0004465,              0.0004465,              0.0004465
                    196,                0.21942,                 0.1191,                0.77007,                0.95594,                0.89213,                0.96235,                0.68916,                0.89057,                0.46791,                 1.0505,               0.000397,               0.000397,               0.000397
                    197,                0.21718,                0.11742,                 0.7705,                0.95591,                0.89041,                0.96241,                0.68953,                0.89069,                 0.4689,                 1.0511,              0.0003475,              0.0003475,              0.0003475
                    198,                0.21534,                0.11685,                0.77019,                0.95587,                0.88969,                0.96236,                0.69034,                0.89082,                0.47006,                 1.0514,               0.000298,               0.000298,               0.000298
                    199,                0.21318,                 0.1151,                0.76969,                0.95586,                 0.8897,                0.96231,                0.69003,                0.89118,                0.47162,                  1.052,              0.0002485,              0.0002485,              0.0002485
                    200,                0.21106,                0.11384,                0.76955,                0.95598,                 0.8892,                0.96227,                0.68971,                0.89117,                0.47295,                 1.0527,               0.000199,               0.000199,               0.000199
