                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     90,                0.42173,                0.23457,                0.83248,                0.94672,                0.86577,                0.95605,                0.67063,                0.90434,                0.47323,                 1.0443,               0.005644,               0.005644,               0.005644
                     91,                0.42216,                0.23452,                0.83216,                0.94266,                0.86729,                0.95577,                0.66933,                0.90475,                0.47356,                 1.0446,              0.0055945,              0.0055945,              0.0055945
                     92,                0.41955,                0.23265,                0.83166,                0.94162,                0.86744,                0.95562,                0.66858,                0.90449,                0.47331,                 1.0449,               0.005545,               0.005545,               0.005545
                     93,                0.41952,                0.23188,                0.83226,                0.94353,                0.87024,                0.95827,                0.66849,                0.90506,                0.47385,                 1.0456,              0.0054955,              0.0054955,              0.0054955
                     94,                0.41861,                0.23279,                0.83163,                0.94419,                0.87011,                0.95847,                0.66769,                0.90566,                0.47422,                 1.0462,               0.005446,               0.005446,               0.005446
                     95,                0.41986,                0.23286,                0.83137,                 0.9518,                0.85969,                0.95565,                0.66783,                0.90578,                 0.4743,                 1.0465,              0.0053965,              0.0053965,              0.0053965
                     96,                 0.4177,                0.23156,                0.83145,                0.95209,                0.86331,                0.95523,                0.66773,                0.90604,                0.47498,                  1.047,               0.005347,               0.005347,               0.005347
                     97,                0.41522,                0.23022,                0.83095,                0.95309,                0.86238,                 0.9555,                0.66787,                0.90623,                0.47438,                 1.0476,              0.0052975,              0.0052975,              0.0052975
                     98,                0.41386,                0.22942,                0.82981,                0.94976,                0.85911,                0.95216,                0.66809,                0.90596,                0.47376,                 1.0482,               0.005248,               0.005248,               0.005248
                     99,                0.41483,                0.23002,                0.83138,                0.94949,                0.85703,                 0.9524,                0.66804,                 0.9058,                0.47307,                 1.0486,              0.0051985,              0.0051985,              0.0051985
                    100,                0.41441,                0.22955,                 0.8295,                0.95191,                0.85902,                0.95503,                0.66877,                0.90614,                0.47296,                 1.0489,               0.005149,               0.005149,               0.005149
                    101,                0.41263,                0.22832,                0.83098,                0.95391,                0.85771,                0.95487,                0.66995,                0.90582,                0.47366,                 1.0488,              0.0050995,              0.0050995,              0.0050995
                    102,                0.41174,                0.22717,                0.82917,                0.95208,                0.85793,                0.95504,                0.66965,                0.90577,                0.47386,                 1.0487,                0.00505,                0.00505,                0.00505
                    103,                0.41179,                0.22819,                 0.8295,                0.95246,                0.85654,                0.95463,                0.66941,                0.90584,                0.47451,                 1.0485,              0.0050005,              0.0050005,              0.0050005
                    104,                0.41147,                0.22822,                0.82983,                0.95044,                0.85773,                0.95414,                0.66958,                0.90603,                0.47445,                 1.0486,               0.004951,               0.004951,               0.004951
                    105,                0.41012,                0.22704,                0.82858,                0.95041,                0.85807,                0.95376,                 0.6687,                0.90608,                0.47429,                 1.0486,              0.0049015,              0.0049015,              0.0049015
                    106,                0.40821,                0.22662,                0.83005,                0.94779,                0.85517,                0.95076,                0.66986,                0.90595,                 0.4743,                 1.0491,               0.004852,               0.004852,               0.004852
                    107,                0.40652,                0.22496,                0.82761,                0.95111,                0.85585,                0.95369,                0.66839,                0.90638,                0.47509,                  1.049,              0.0048025,              0.0048025,              0.0048025
                    108,                0.40737,                0.22544,                0.82846,                0.95501,                0.85808,                0.95608,                0.66862,                0.90658,                0.47634,                 1.0493,               0.004753,               0.004753,               0.004753
                    109,                0.40519,                0.22483,                0.82764,                0.95749,                0.86293,                0.95932,                0.66964,                0.90621,                0.47694,                 1.0494,              0.0047035,              0.0047035,              0.0047035
                    110,                0.40436,                0.22419,                0.82788,                0.96192,                0.86121,                 0.9596,                0.66887,                0.90621,                0.47691,                 1.0497,               0.004654,               0.004654,               0.004654
                    111,                 0.4033,                0.22303,                0.82698,                0.96202,                0.86105,                0.95906,                0.66931,                0.90642,                0.47778,                 1.0498,              0.0046045,              0.0046045,              0.0046045
                    112,                0.40365,                0.22315,                0.82817,                0.95457,                0.86254,                0.95834,                0.67036,                0.90658,                0.47801,                 1.0496,               0.004555,               0.004555,               0.004555
                    113,                0.40223,                0.22305,                0.82701,                0.95369,                0.86339,                0.95813,                0.67042,                0.90713,                0.47889,                 1.0493,              0.0045055,              0.0045055,              0.0045055
                    114,                0.40135,                0.22336,                0.82759,                0.95334,                0.86442,                0.95664,                0.67076,                 0.9075,                0.47929,                 1.0494,               0.004456,               0.004456,               0.004456
                    115,                0.40061,                0.22229,                 0.8274,                0.95224,                0.86616,                0.95641,                0.66986,                0.90766,                0.48021,                 1.0495,              0.0044065,              0.0044065,              0.0044065
                    116,                0.39883,                0.22113,                0.82726,                0.94933,                0.86704,                0.95633,                0.67065,                0.90787,                0.48062,                 1.0501,               0.004357,               0.004357,               0.004357
                    117,                0.39856,                0.22088,                0.82759,                0.94502,                0.86499,                0.95337,                0.66982,                0.90792,                0.48051,                 1.0503,              0.0043075,              0.0043075,              0.0043075
                    118,                0.39705,                0.21959,                0.82648,                0.94349,                 0.8656,                0.95367,                0.66959,                0.90812,                0.48077,                 1.0505,               0.004258,               0.004258,               0.004258
                    119,                0.39602,                0.21928,                0.82657,                0.94379,                0.86566,                0.95344,                 0.6695,                 0.9087,                0.48097,                 1.0511,              0.0042085,              0.0042085,              0.0042085
                    120,                0.39697,                0.21963,                0.82587,                0.93839,                0.86263,                0.95018,                 0.6694,                0.90917,                0.48191,                 1.0515,               0.004159,               0.004159,               0.004159
                    121,                    inf,                0.21882,                0.82533,                0.93932,                0.86198,                0.95031,                0.66845,                0.90941,                0.48248,                 1.0513,              0.0041095,              0.0041095,              0.0041095
                    122,                 0.3954,                0.21819,                0.82612,                0.94205,                 0.8611,                0.95034,                0.66866,                0.90971,                0.48355,                 1.0513,                0.00406,                0.00406,                0.00406
                    123,                0.39331,                0.21824,                0.82459,                0.94044,                0.86032,                0.95018,                0.66864,                 0.9098,                0.48438,                 1.0511,              0.0040105,              0.0040105,              0.0040105
